full_text,Misoginy
" Bueno, allí difiero... Las feministas por un lado, las feminazis por otro (peligro si colocamos todos los colectivos en un mismo costal)",1
"#Julissa no se cree santa, pero esta muchacha si que está enferma  le dice  preciosa y revienta como una desenfrenada histérica, a uno le dicen venga caserito precioso aquí le tengo su buena comida y feliz vivimos. No más poder para las #Feminazis",1
" PUTA 😀😀😀

Mirá vos  

Las feminazis todo lo ven como agresión. Hasta las canciones. Que webos 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",1
Se las pongo difícil: Adivina cual es la feminazi. ,1
"Jamás podría ser amigo de una feminazi moderna, las verdaderas mujeres feministas no generan fastidio, generan admiración",1
 Ojalá se preguntarán lo mismo cuando se divorcian y nos quitan la custodia por que si. #Feminazis,1
 Pero cariño tú lo has dicho; feminista. No feminazi. Tenemos mal los conceptos. Yo soy feminista y no ando con ese odio que cargan las otras,1
"Lo que celebran las -#FEMINAZIS 
#ABERRANTES 
#PROMUERTES 
#Asesinas 

Al lado de una Gran mujer  siempre debe estar un GRAN HOMBRE ! 
FELIZ DIA MUJETES GUERRERAS QUE AMAN LA VIDA ! 🌹 ",1
"     Feminazi JAJAJAJJAJ, no entendiste nada de lo que dijo.",1
"  seguir como está bien o mal por ellos, en mi caso me mantengo consono a la educación que tengo. Pero que el joven pues no busque más problemas ya suficiente por él, mientras que el bando de las mujeres están las feminazis pidiendo castigo 🤔, pero dudo que las autoridades le",1
"    No creo, son tan sinverguenzas cómo ella, si la feminazi esta se da el lujo de amenazar y censurar junto al otro talego es porque tienen carta blanca por parte de los dueños, estos cobran en carreta nuestra plata y la de muchos sin dar recibo, recuerda ud lo de Climpwe, así son .",1
"Si la cuenta es Fake. La foto no lo creo. Qué muestra tan viva de absurda, diabólica e ignorante idiotez de unas feminazis pro aborto. Total contrasentido pues la Navidad celebra el NACIMIENTO la vida, no la muerte. ",1
 muy de acuerdo y un consejo a las feminazis: no es patrialcado es hacer todo con inteligencia y mejor y no vandalizando o haciendo cosas peores a las que segun defienden,1
"Que ladilla q ya nadie te habla de forma casual porque le da caga que lo acuses de acosador, violador o algo 🤦🏻‍♀️ Gracias Feminazis!",1
   Una feminazi te cuelga de los🥚🥚,1
  Todos digan adiós a  dentro de unos minutos entrará el ejército feminazi de los coreanos trolos a bloquear ese tuit 😢. ,1
 Porque nunca vemos a las feminazis haciendo manifestaciones en paises musulmanes?,1
  Deben estar controlados por un dirigente sindical zurdo feminazi y va  conseguir que los despidan a todos por discriminacion,1
Siglo XXI...¿donde estan las feminazi? ,1
" Pero eso no lo van a reconocer más que las feministas, las ultras ... esos trols 'feminazis' que atacan a diestra y siniestra con anónimos buscando dañar incluso físicamente a las personas.. y no digo feminista porque conozco muchas y son correctas...  ",1
  Y las feminazis ya se pronunciaron?,1
"Para las mujeres de mi alrededor todo mi cariño, amor y admiración. Felicidades. Para las feminazis esas locas, que pereza, esas no.",1
 No existe esa norma! Y no se coloca seguramente porque las feminazis harían marchas alegando que se quiere esclavizar a las mujeres y que el machismo histórico se va a aprovechas del la posible criminalización de conductas liberales pues serían abandono o exposición a peligro.,1
Por favor feminazis abstenerse de comentar que el día de la mujer no se celebra. Gracias.,1
"  Hermano siguen subiendo.... una tipa sigue mostrando su vida disque viajera en Orlando.
Adivina que ideología profesa. Te doy una pista... se molestó cuando me burle de las feminazis",1
"Si un transexual y una feminazi se agarran de los moños, ¿como lo llamaríamos?
1.- MACHISMO
2.- HEMBRISMO
3.- TRANSFOBIA
4.- VIOLENCIA DE GÉNERO
5.- PELEA DE INVALIDOS ",1
" Si al referendo Provida comunista hp, aunque le duela a esta feminazi venceremos",1
"¿Por qué si Pluto es perro al igual que Goofy, uno camina en 2 y el otro en 4 patas?

¿Dónde están las feminazis cuando las necesito?",1
"Vamos feminazis, al ataque!!!!...3......2...... que pasa?....ah, es que Burresti atacaba a Keiko y García, bueno, a hacerse las cojudas nomás. ",1
Como cuando le lanzas una sarcasmo a las feminazis en twitter ,1
" Opino lo mismo, pero en este país sin justicia, que pasaría si una feminazi me acusa porque sí?",1
" Pero si es el estereotipo de la Feminazi, Gorda, fea, pelo de colores, jamás ha probado un pene etc. Que sociedad tan puerca para que estos esperpentos se digan ""Activistas""",1
"  Ejercicio FEMINAZI, HAGA EJERCICIOS ",1
" Resuelvan el crímen tranquilos
Las feminazis solas se ahorcan",1
"  Porqué un patrón tiene que ser un verdugo opresor? Ya parece a las feminazis que dicen que todo hombre por el simple hecho de ser hombre, ya es una escoria miserable, despreciable verdugo macho opresor que no merece siquiera existir, ese discursito aprendido ya no convence 🙄",1
"Para las Marimachas y Feminazis, concuerdo con esta mujer, les gusten o no

 ",1
 Depende de la mares corriente pero actualemente seria un termino de las feminazis :) La Ria,1
"¡NO ME COMAS EL TARRO, FEMINAZI! ",1
"Hay daticos curiosos en esa serie que uno desconocía como el poder político de las mujeres en esa época, igual al que hoy tienen... Qué tal eso, feminazis! 
No solo el de Manuelita Sáenz, de ahí para abajo hay más como Manuela Espejo.",1
"     Ese señor es doble moral, dice ser catolico provida, pero apoya y defiende a las feminazis promotoras del holocausto de bebes...",1
Mejor pinta que la versión feminazi sí tiene. ,1
"Estaba en mi feed de facebook y me surgió una pregunta, si referirse de manera despectiva a las feministas radicales como “feminazi” es considerado falta de valores, entonces decirle “machito” a un hombre con nula empatía y ademas machista, también lo es?",1
 Muy bien! Palo a las feminazis!,1
" Lo curioso que nadie escribe de la asesina feminazi y activista, para estos pasa piola, objetivo, es la propaganda contra el estado el mismo que este vividor se pasó toda su vida chupandole la teta.",1
DE ESTO NO SE HABLA... No creo que las #Feminazis puedan ofrecer una defensa aceptable ,1
 El tweet más feminazi y sacado de cuerdas que he leído en mi mañana de resaca.,1
Hay que tener cero respeto por el pene de uno para masturbarse por esa feminazi. ,1
"Les traigo más capitulos de la hipocresía feminazi.
Bolivia tiene presidente, pero él feminismo no lo celebra, porque su lealtad es con el socialismo.",1
  Feminazis leyendo esta noticia ,1
 No les dediques un tweet ninguna feminazi. No enteran porque son resentidas de género,1
"  Feminazis (porque una feminista no comentaria algo así) sacando todo de contexto para quejarse y victimizarce..
Ah pero el Challenge lo hacen las mujer por todo internet y normal",1
   Parte de la propuesta es exigir al estado que pague y legalice los abortos ! Te sugiero que sigas a Agustín Laje para que te enteres de las intensiones de las feminazis,1
Cuando mis amiges feminazis no estaban de moda. ,1
" No, ni los LTGMDYZ jajajajaja ni las feminazi.",1
"  A pero sale un man enseñando medio metro de nepe, todas las feminazis se mojan, pero no vale el físico verdad 😂😁",1
"La feminazis dicen que el #Temblor fue culpa de los hombres y la mamertada que de  , que se definan que no queremos autorias compartidas.

#Temblo",1
   Ala mierda!!! No lo sabía!!!😲😲😲😲😲😲😲😲. Pobres mujeres.😯😯😯😯😯 Qué las feminazis se vayan a otra parte para que no jodan más la pita.😡😡😡😡😡😡,1
 JAJAJA a huevos. Estoy aprovechando el error del fulano para seguir tirándole mierda a las feminazis. 😂😂😂😂,1
Proximamente av68 y septima...gracias a las feminazis q le hicieron campaña a  y al falso activista  😡 dan asco!! ,1
Me he tenido que reír 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣#Feminazi ,1
" Hombres blancos con privilegios? Otra absurda creación del matriarcado feminazi. Para empezar en Panama todos tenemos mitocondria negra o indígena. Los pocos europeos que se mantuvieron sin mezcla, poseen ancestros mongoles y Neandertales. Privilegios los que imponen las feminazi",1
"Una verdadera feminazi paga su entrada en la disco aunque no se la cobren, no va los jueves al cine para q no le cobren solo la mitad, tampoco deja que nadie le ceda el puesto en un bus y mucho, pero mucho menos dejara que el hombre pague todo en su primera o en cualquier cita.",1
Las estupidas Feminazis.... ,1
"Las feminazis, la plaga más grande. 🤮 ",1
" La lacra rancia de izquierda se piensa que por ser inmigrante y negro tiene que ser de izquierda. Y si eres mujer e inmigrante, pues tienes que ser feminazi-progre de izquierda porque esa es la lógica de la vida según ellos... Prfs",1
" El patriarcado se ha reducido comparado con el del siglo XX, pero ha surgido el Feminazi, que no busca la igualdad de sexos, sino que el femenino esté encima del masculino.",1
" Según la Montero, eso es machismo puro y duro!! Que gilipolleces tenemos que aguantar. FEMINAZI.",1
 Das asco 🤮 asquerosa feminazi y además fea y goooooordaa por eso nadie las mira por usadas 🤡 ,1
  No hay que ser machista para utilizar el término feminazi. La referencia está muy clara. Se llama así a las mujeres que abusan de la posición que la ley les concede. Los ejemplos son más abundantes que las de las mujeres que hacen algo por cambiar el mundo.,1
"hoy me percate que con las ojeras, el pelo despelucado, la panza, el pelo que me sobrasale del sobaco y con  el bozo tupido... SOY UNA FEMINAZI 😭😭😭",1
 A gracias pero esa no es mi casa solo es una que ayude a limpiar de la que dañaron las feminazis,1
 Jajajajajajajaja sonaste feminazi,1
 No soy religioso ni practicante pero exijo respeto. OYÓ RESPETO A CREENCIAS AJENAS. Estamos hartos del supremacismo gay y feminazi,1
"Una mina de mi colegio ahora es full feminazi y se hace la sorora, pero en el colegio era la primera en saltar para decir que yo o mis amigas eramos unas pxtas o ''pendejas sublevadas'' por juntarnos con sus compañeros de curso jaja k kreisi. No se la compro😅",1
    El #feminazismo está financiada u obedece a las órdenes políticas para desprestigiar y criminalizar a  y al gobierno de la #4taTransformación. Las #feminazis no representan ni son las voces de todas las mujeres #AMLO #MORENA #RedAMLO #AMLOVERS #Oaxaca,1
   A vos que te pele a que edad se quiera casar una chava. Igual no es con vos macho controlador iracundo y violento que le irrita la autonomía y la libertad de decidir de las mujeres jóvenes.  ¿Qué más se podría agregar en la línea de argumentación ad hominem feminazi?,1
" Y se las deberían aplicar de forma obligatoria a sus amiguetas progres, las asquerosas femiestúpidas subvencionadas feminazis inmorales, que se desnudan en las calles y defecan en los templos y realizan actos vulgares,  son bestias... 🐀💩🐀💩
",1
" Tan fácil caen en el adoctrinamiento feminazi. Por fin... ¿Somos humanistas o que somos?
      ",1
 La verdad yo no pasaría por allí con mi hijo. Y veo que varias chicas escoltaron al chiquillo y su papá. No disculpó a las feminazis en absoluto pero ya sabemos cómo se comportan.,1
FEMINAZIS CON SUS PEOS MENTALES ,1
 La Feminazis y unos pavitos 🤣,1
"  Y las ""Feminazis de pañuelo VERDE "" qué opinan ⁉️ 
#ATENCION 
#Maduro",1
"Escuchando en Spotify playlist noventero, me sale El General y no puedo dejar de pensar 3 cosas: 
1. Por gusto se le cargaron al  
2. El General cuántas demanda tuviera en esta época?
3. Ya me van a decir las feminazis que no bailaron esas canciones!!! 
#sorrynotsorry",1
 Estoy seguro que les vale 3 hectáreas de verga sus reuniones de feminazis 🤷🏻‍♂️,1
"Siendo el unico hombre p1zen esta combi, q pasa si pongo el himno feminazi en version regeton?

Opción 1 bailan 
Opción 2 me matan ",1
" La verdad uno no entiende ese tipo de políticas feminazis, exigen derechos pero se les olvida sus Deberes como parte de una sociedad",1
"Las feminazis y la corrección política acabaron con el día de la mujer.

Antes todo eran rosas y tarjeticas, ahora se habla de empoderamiento y emprendimiento, y mercantilización.
La POLÍTICA de pañuelo verde o la que sea, es el peor enemigo de las mujeres.",1
 Jaja!! Feminazi al ataque ...,1
" Terf es el nuevo Feminazi. Quiénes serán las que Imponen apellidos de ""Cis"" y cuanto invento se les ocurre. Otra vez queriendo que las mujeres seamos nombradas como lo otro.",1
Ya podemos hablar de terrorismo feminazi ¿o porque son mujeres son inimputables??? ,1
"De hecho odiarlo está de moda, la palabra Feminazi esta de moda y burlarte de la canción Un violador en tu camino"" también está de moda. ",1
" Con Vandalismo NO se logra NADA, que pongan pena de muerte a los violadores, la Izquierda apoya a las FEMINAZIS, pero no atacan, ni persiguen a los violadores 🤨🤦🏻‍♂️🤷🏻‍♂️",1
"   Imbécil toda esa estupidez que se han inventado feminazis discriminadas como usted. Y no me ""callo"" la jeta, primero Aquí se escribe, ""periodista"". y segundo expreso lo que se me de la puta gana. Así a viejas fracasadas en relaciones heterosexuales (como usted) no les guste.",1
Analicen lo que escribe esta feminazi y comparenlo con su foto de perfil. El chiste se cuenta sólo. Definitivamente nos llevó el putas con estas locas. ,1
" Al grado de estupidez que estamos llegando, 2 minutos más y estaremos como Argentina o España, cercados por los progres y las feminazis.",1
"En #Ecuador 2 mujeres ya fallecieron por #COVID19ec maldito virus machista, las mujeres no pueden caminar tranquilas en la calle, se pueden contagiar, debería llamarse coronavirxs o caranavira estúpido virus patrialcal retrograda #ylaculpanoeramia #virusmachista #FemiNazi",1
Libro antídoto para mujeres inteligentes. ,1
El nacimiento de una #Feminazi ,1
chernobil chernobyl Dalas feminazi feminismo feminista hallacas ingrid machirulo machismo miare violacion violación wismichu,1
Soy mujer pero no soy féminazi ni feminista 😠 esto es demasiado abuso !!! 😠 ,1
 🤣😂😂😂 viral apenas para las feminazis,1
 JAJAJAJAJAJAJAJA me hartan las feminazis,1
"  Que pena das..., es claro que tu no sabes y no está en tu ADN lo que es amor al prójimo por eso sólo sabes amenazar ""si algún día te pasa algo las feminazis van a pedir justicia por ti""¿quien a pedido justicia por las Carabineras golpeadas, insultadas y quemadas por la 1ra línea?",1
" Les metieron el ganzo ciego máximo con el metro, se han hecho la vista gorda sobre el tema y reniegan de machista a todo el que señale lo obvio
Eso, es un comportamiento feminazi
A parte, ser mujer no te exenta de la critica y de los errores, niña",1
"Marcha feminazi, descripción gráfica!!! ",1
"  Espero no cruzarme nunca con una loca de estás. Cómo está el patio, hacen el ridículo.
#Feminazis 
#Feminazi 
#lobba",1
" Pues porque ni hubo violación ninguna ni la ""víctima"" fue tal sino una pija calentorra que mintió como una cerda para meter 38 años en la cárcel a 3 chavales inocentes.",1
"Se abre el camino para que cualquier loca del coño haga que se pudra en la cárcel cualquier gilipollas incauto con fundamentos de la señorita pepis.
#Arandina

Si sube a tu casa un pibón provocándote a ti y tus colegas, no la dejes pasar y grábalo. (Aun que te llame 25 veces)",1
"Los hombres que defendéis la sentencia del arandina sois gilipollas, esta sentencia creará un precedente donde la palabra de la mujer es ley panda de indigentes mentales, que no os dais cuenta del peligro que corréis!",1
 Payasa háztelo mirar,1
" Tonta con avaricia hasta el infinito..
Ni tienes vergüenza, ni la conoces loca de las narices!!",1
" Toxicomana no, borracha y loca, que no es lo mismo. 😊",1
 Deja de drogarte estupida,1
   Pero so payasa y tu con quien pactas? Con un partido neonazi que quiere volver a los campos de concentracion y a los crematorios,1
 La primera vez que dices una verdad .Lo primero es reconocerlo ahora ve a Proyecto Hombre que te tratarán lo del alcohol y drogas. Con respecto a lo de ser ladrona y puta eso ya ve a un Psicólogo.,1
Jajajajajajaja ya no son feminazis ahora son femitrolas ,1
 Lávate primero cacho cerda... y que sepas que no está hecha la miel para la boca de burro. Los comunistas no podéis usar Chanel,1
" Pareces una gitana echando mal de ojo, patética!",1
" No sabes ni leer, payasa.",1
" Chanel 5 para tí ,como echar margaritas a los cerdos !! Te retratas muy bien eres consciente de que eres una puta ,borracha y ladrona solo me queda mandarte a la MIERDA!!!",1
" Borracha,guarra, marrana,cerda , cochina",1
"   Loca que eres una puñetera loca, sin ser NADIE, tienes que hablar de personajes reconocidos para intentar ser ALGUIEN. 

PATÉTICA",1
" Que bien te describes, eres una puta, loca, guarra y borracha, todo lo tiene bueno mi Cristina",1
"  Hay alguna razón, algún motivo, alguna frustración, para ofender de esa manera? Dios me perdone!!
Absoluta hija de la gran puta, descerebrada, alcohólica y porrera. A la Señora, a la madre del hijo de Dios, no la ofende Ud en mi presencia!!",1
" Ahora vosotras enchufais a vuestros colegas. ¿Que os diferencia de otros en tal caso?. Eres cínica y patética, a ver si desapareceis del arco parlamentario que sobradamente habéis demostrado no servir para nada útil.",1
" Vamos, femilocas, que lo del #Arandina se queda corto con esto.",1
 Los comunistas están en Cuba. Y tú estás en la parra. Loca del coño.,1
"Los #hombres estamos sufriendo una caza de brujas

#arandina 
#discriminaciondegenero
#casoarandina

",1
"   Hola Sra. patética .. IGUALDAD ¿ sabe lo que significa esta palabra?? 

",1
  Eres una cerda.,1
" Usted es española, pero que payasa!!",1
"En el caso del Arandina a cada acusado le ha caído una condena por lo que ha hecho él más otras 2 por lo que han hecho los demás. Si mañana matamos a alguien entre 7 personas ¿Nos caerán como 7 asesinatos? ¿Aunque sólo haya 1 muerto!?

BASTA DE PREVARICACIÓN FEMINISTA",1
   Eres patética,1
"  Te refieres a la pública de Sánchez no?? Pq pararlos en Madrid, Murcia o Andalucia como que no. Cállate,  hazlo por tu bebé que no se avergüence nunca de la patética de su madre.",1
" Lo de puta bien, a ver si empiezas a follar y dejas de joder.",1
" Tu si que eres gilipollas, bastarda de mierda. Eres un despojo.",1
" De verdad, ¿Es el momento de hacer política o de arrimar el hombro? Aunque con esa cara y esa sonrisa de estúpida no esperaba mas.",1
"  Estos cobardes jueces progres q adoptan por presión, como con la LIVG, las ideas feminazis, están diciendo que si haces lo que sea con la víctima y luego la matas y la descuartizas tienes muchas más probabilidades de salir con una pena leve.
Esta sentencia es de locos
#Arandina",1
"  Se confirma!!!!! GOOOOOOOLLLLL EN LAS GAUNAS, GOOOOOOOLLLLL DE SERGIO RAMOS!!!!!!!
QUÉ PATÉTICA ERES CHONI......, NI PERDER CON DIGNIDAD SABES",1
"     ERES PATETICA, COMO PERSONA Y COMO MUJER¡¡¡¡¡¡¡",1
 Estás loca de remate.,1
 Eres una payasa!!!,1
   De verdad piensas q vamos a creerte? Xq tiras mierda al PF? Patética. Me parece vergonzosa esta guerra. Olvidas quien es el enemigo.,1
" Y te defines como periodista? No tienes puta idea, pero ahí vas, abriendo la bocaza para mentir y decir estupideces.

 NO MILITA EN NINGUN PARTIDO, cazurra.",1
" No me sorprende que el alcohol la haya hecho convertirse en borracha, toxicomana, puta, loca y ladrona

Uf, se te va a ir la vida y la pasta en terapias",1
  Allí te puedes emborrachas loca alcohólica,1
   Teníais que firmar “la loca el coño”.,1
" Gracias por confirmar.
Andaba preocupado pensando que exageraba mis pensamientos.
Tú lo has dicho, no yo, alcohólica, yonqui y puta amargada con gatos.
Hala, a pastar.",1
" Eres puta basura, rastrera",1
" Pues tú misma acabas de llamarte borracha, toxicómana, puta, loca y ladrona. Dicen en mi tierra que ""no hay mejor sastre que el que conoce el paño"".",1
 Lo que viene a ser la definición de : Golfa Psicopata.,1
   Eres una perra mala....,1
"   Mira put loca. No mientas más ni manipules más. Eres el demonio en persona. Das asco como persona, como mujer. Repulsiva. Vete a la mierda",1
 Eres una patética.,1
"La asociación feminista clara campoamor presente como acusación popular en el caso #Arandina viene a decir que cree a la chica de 15 años porque es mujer y las mujeres nunca mienten.

Basta Ya!!

HAY QUE COMBATIR EL FEMINISMO DE UNA VEZ POR TODAS.

#DictaduraDeGenero",1
 Vayaaaaa  resacón has pasado eeehhhhhhh. Te pusiste ciega cabrona!!!!!😂😂😂😂😂😂😂,1
 No se puede ser más payasa,1
 Qué pena das !!! Patética !!!,1
" Tu lo que eres una loca histérica, sin ofender a los locos.",1
" lo peor es que las feminazis se atribuyen la representación de todas, osea, si a ellas les molesta algo, a TODAS DEBE molestarles; quieren volver al resto, igual de amargadas (y que no les gusten los hombres); no me cae bien jimena, pero vale ejemplo
",1
las feminazis cada día están más locas. ,1
              Anda so payasa vete al bar que se te está pasando ya la borrachera y solo sabes decir gilipolleces.,1
" Joder, pero a esta loca nadie le va a quitar el teléfono....🤦‍♂️. Que tía más pedante y repetitiva.",1
  Harás un nuevo ridículo. Payasa.,1
" Eso espero, así una mujer trans, en el baño, podría darte un pollazo en el hocico para que dejases de rebuznar, miserable cerda transfoba.",1
 Alfinal serás una loca mas,1
" Qué persona decente te va invitar a algo que no sea para reírse de ti, meter miedo o hacerte pasar por loca? ",1
    Eso corre loca que se os acaba el chiringuito,1
   Estás loca!!!!,1
 MHP Puigdemont I Torra en el mismo saco que los Puyol... has perdido el juicio te has vuelto loca i te fumaste lo que dejo Albert Ribera en un cenicero...😜,1
  CRISTIANA NADIE HA AVALADO UNA VIOLACION! La niña era una golfa (soy madre de dos hijas) POR MUCHOS 16 años que tuviera...y se oye en los audios! Otra cosa es que era menor!,1
 Ojala y se te caiga el pelo hija de la gran puta,1
" Gensanta, cuánta loca suelta...",1
  Y la #ZORRA eres TU,1
 Éstas feminazis que usan su orientación sexual Iara hacer política son las que más consoladores compran. Con cinturón y todo.,1
" Por favor, hagase eco de la hija de la gran puta que asesinó a su hija de 5 años y cuyo padre se ha quedado sin lo que más amaba por que una asesina lo decidió. Si no pierde toda credibilidad, farsante.",1
"Abolir la prostitución jajajajaja estas feminazis se embarcan en cada batalla que saben jamás ganaran, necesitan sentirse útiles en algo a lo largo del tiempo. ",1
"Yo opino que habría que mandar a las feminazis a luchar contra el régimen iraní, ya que ahí si que se ejerce un auténtico patriarcado.",1
" La que faltaba, la ultra naZional más rematadamente malvada, tóxica, mentirosa, fiel perra del Ibex y una auténtico ejemplo de mala mala persona.",1
 Eres una puta bocazas... ve yendo al geriátrico que estas ya un poco en plan abuela cascarrabias,1
" Menuda borracha malfollada .
Lo que te importará a ti lo que comen o dejan de comer",1
" Queda claro que estas mal de la puta cabeza,deja la drogas,el alcohol o lo que sea que te metas",1
"   Anda, callate payasa",1
"Es vergonzosa la sentencia a los jugadores del #Arandina, el resumen es una niñita Q se monta una orgia con tres jugadores y sin saber pq los acaba denunciando... Q justicia más injusta",1
 ¿#LOBBA? ¿No será #ZORRA?,1
 Y además hija de zorra.,1
"Le arruinaron las vacaciones, malditas feminazis! Otra víctima más :’( se me estruja el calzoncillo ",1
  Hay alguna asquerosidad que no le guste a esta cerda borracha??,1
"Quiero ver a aquellas feminazis que van casi empelotas en sus marchas, usando hiyab y totalmente sometidas. Muy lindo hablar y bailar, pero la realidad es otra y no veo a ninguna de ellas ayudando a las iraníes. ",1
 Lo de puta bien no? Ayyyyy:___),1
" Por puta no sé.  Pero por salir llorando por la tele suplicando un trabajito porque nadie te quería...
🤔 
Tonta, tonta no eres porque sí has visto en el feminazismo un nicho de mercado cojonudo.  
Hazlo mejor anda que nos alegras las mañanas. 😂",1
"   Mira payasa, lo que defiende es la presunción de inocencia y no que tú y otras tantas descerebradas anden haciendo la justicia por su lado con presión mediática y política. Es una chica que les amenazó con mentir si contaban algo y ale, ahí lo tienes.",1
"  mi vida. A haber si usas el cerebro ese que Dios te dio y pensas en la publi. Que una mujer trabaje de prostituta, que no es un delito y no es violación. No quiere decir que la VIOLEN.  Sacate d la cabecita la idea de repetir todo lo q las feminazis dicen x repeticion",1
"  Este pato debe tener telas de arañas en la cabeza, donde están las feminazis?  Ah deveras que es del mismo equipo no lo van a tocar #cinicas",1
" Calla ya perra, si no vales ni para esconderte, no tienes ni puta gracia y tenemos que subvencionarte",1
 Deja en paz a los nuestros. Bruja perra mala. Asquerosa.  Presunta estafadora.,1
" A quién te diriges, loca?",1
    Estupida,1
" Perra judia, no creas que esta mieda de burbuja durará eternamente y no tengas duda de que a cada acción, habrá una reacción.",1
" Cuidado Alba, que pueden ser violadas por los gallos y como se enteren las feminazis, te la lian parda...jajajaja",1
" A parte de ser más mala que el cianuro y tener un corazón podrido por el resentimiento de que no te quieran ni en tu casa, estás más loca que una puta cabra",1
 Que tb hay tías así... véase la Arandina!,1
    Pues sí. Las captan pero no para liberarlas sino por joder nuestra  sociedad española. Tal cual. ¿O es que no hemos visto ya a alguna que otra con yihab hablando como una feminazi?,1
" Q parte no entendéis las chiringuiteras de q la niña es puta y se ha inventado la violación?
Lo hizo con total consentimiento y punto, os pongáis como os pongáis.",1
              Tu serías la más hija de puta de mauthausen.,1
"   Ahora son machoras, se le salió la parte masculina a las feminazis😁😁😁",1
 Hola Leticia Dolera. Dos cosas: pq dices q las “ charlas” son sobre DDHH? Van sobre juegos eroticos 👉#Skolae . Y segundo ¿ tú hablas de derechos? Tu q despediste a una mujer x estar embarazada?Eres patetica.,1
 Estás loca.,1
"  Eres patética, mejor se busca un marido",1
 Le sigues comiendo la polla a los HIJOS DE PUTA asesinos a los que loáis!!!! Porque eso bo es Boikot....es Mamada!!! 😎#TLHA2M,1
 Tu ni para puta vales.,1
   tienes cara de cerda si,1
 ¿Y a tí que te importa payasa?,1
" Hostia puta!!!!
Un tweet de la montapollos sin nombrar a los separatistas sediciosos que quieren romper Españñña!!!
Háganle el test del coronavirus a la tipa ésta porque fiebre tiene seguro!!!!",1
"Me parece incorrecto el uso de la palabra Feminazi, los nazis lograron conquistar Europa, las feministas de tercera ola ni su género son capaces de conquistar.",1
" En tu caso por sexo pocos te darían información. Si fueras periodista, claro está. Patética beoda.",1
 Una loca como tu no me va ha decir como tng que educar a mi hija.Y le enseñare a no despedir embarazadas.,1
" Ando un poco perdido.
Cuando te refieres a la adolescente violada te refieres a la golfa esa de la que hablan en las redes?",1
 ¿ Qué dicen las feminazis? Jajajaja.... El patriarcado lo hizo de nuevo  😍,1
" Se lo ha pagado él, so estúpida. Hace con su dinero lo que le sale de los huevetes, como si quiere comprar una mansión en Galapagar. Ahí está el meollo de la basura como tú",1
 Serás golfa.......,1
  Queda claro. Estás loca del C,1
 account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,1
" Te podías ir un poco a la mierda, payasa.",1
"              La chivata de Fallaras está rabiosa por que nadie le hace caso, quiere su momento de gloria y pasan de ella como de la m***💩, pobre infeliz 😂😂😂😂
Puta Bida!!!!!!",1
 Yo no dedicaría ni un micro-segundo de mi tiempo a alguien tan insignificante como esta pseudo-ministra ... Nos queda mucho para reírnos con (de) ella ...Es una progre patética y cateta... 🤪🤪🤪🤪 No sé qué hace  o su community manager “devoting time” a este engendro.,1
 Asi mismo es TENDREMOS que tirárselo a las FEMINAZIS 😂😂😂😂,1
" 133 muertes, por el momento y usted no se muere de vergüenza? De verdad es tan estúpida?",1
" ¿Y tú porque coño te metes en la vida del resto de las mujeres? Te gusta decir a personas adultas como deben practicar él sexo, odias la libertad. Feminazi.",1
  Eres patética.,1
   Eres una payasa !!,1
 ¿Para qué arquitecto si ser una payasa se te da mejor?,1
  LOCA L-O-C-A quiso decir,1
 No habrá querido decir zorra?,1
" Anda mejor te callas que ayer estuviste como el culo en esa puta mierda de programa de la #FemiNazi  al decir que los accidentes de tráfico tienen un trasfondo político. La culpa la tiene el PP ¿no?
QUE TE ACUESTES!! (O mejor te bebes el perfume). ",1
" Calla petarda, que si no fuera por el cuento feminista del que vives, estsrias viviendo en la puta calle por no haber currado en la puta vida",1
  Eres patética,1
" Eres patética, deja el alcohol y evítanos tus deliriums tremens.",1
" Payasa, borra el twit",1
" Querría veros igual de rápido multando Okupas, payasa.",1
"   Eres una loca peligrosa, deberías estar internada y muy vigilada. Eres el claro ejemplo de lo que puede hacer el odio y el resentimiento en una persona.
Eres un mal referente para los crédulos que se dejan guiar por los medios. Un día lo pagarás, como todos lo hacemos.",1
 Calla mala puta.,1
" Y tú pedazo de golfa repugnante, que haces?
Me refiero además de emborracharte",1
" No eres ni lobby ni lobba ni na ,eres tonta , boba maliciosa , además de manipuladora y patética y mi distante de la verdad no porque no la sepas sino porque si la verdad va contra tus ideas la manipulas muy a lo gobbels , amas de el doble w y la fariña pa amasar",1
  Venga rociito te invito a q te vengas a la campaña de aceituna unos días payasa,1
 Prueba  mejor con zorra,1
  Menuda payasa. No se puede ser más retarded.,1
  El que la esté grabando tiene que estar descojonandose de los estúpida y ridículamente se ve hablando con un tractor parado. La gente hace más haciendo que hablando.,1
"  Esta señora no ha ido a vendimia en su puta vida. Ni a podar. Ni a sacar borde. Ni siquiera a recoger manzanas. Que no hay que agacharse. Asco, es poco.",1
 Quien te ha dicho a ti que no puedan comer lo que les dé la gana o es que tu por ser progre solo comes sopa de ajo y chorizo. Patetica... solo espero que no te hayas llevado la propina ni hayas apurado lo que quedaba del vino.,1
" Qué tenemos sobrepoblación, estúpida!!!!",1
